iter	QueryRMSE	AverageGain:top=10
1723	0.1290614354	0.4652298851
1724	0.1290406564	0.4646551724
1725	0.1290202149	0.4646551724
1726	0.1290123571	0.4643678161
1727	0.1290007281	0.4649425287
1728	0.1289805672	0.4646551724
1729	0.1289600814	0.4649425287
1730	0.1289502004	0.4652298851
1731	0.1289286069	0.4649425287
1732	0.1289068276	0.4649425287
1733	0.1288835041	0.4652298851
1734	0.1288563128	0.4652298851
1735	0.128833888	0.4652298851
1736	0.128813636	0.4652298851
1737	0.1287946676	0.4652298851
1738	0.12877026	0.4652298851
1739	0.1287433701	0.4652298851
1740	0.128730822	0.4658045977
1741	0.1287106367	0.4658045977
1742	0.1286912558	0.4658045977
1743	0.1286692106	0.4658045977
1744	0.1286521643	0.4658045977
1745	0.1286381823	0.4658045977
1746	0.1286200338	0.4658045977
1747	0.1285978548	0.4658045977
1748	0.128578961	0.4658045977
1749	0.1285547305	0.4658045977
1750	0.1285342182	0.4658045977
1751	0.1285123214	0.466091954
1752	0.1284937968	0.466091954
1753	0.1284805615	0.466091954
1754	0.128465161	0.466091954
1755	0.1284416819	0.4663793103
1756	0.1284198851	0.4663793103
1757	0.1284194703	0.4663793103
1758	0.1284022582	0.4663793103
1759	0.1283869612	0.4663793103
1760	0.1283606543	0.4663793103
1761	0.1283374727	0.4663793103
1762	0.1283181231	0.4663793103
1763	0.1283077805	0.4663793103
1764	0.1282817111	0.4663793103
1765	0.1282648522	0.4663793103
1766	0.1282491601	0.4663793103
1767	0.1282338108	0.4663793103
1768	0.1282258303	0.4663793103
1769	0.1282102064	0.4663793103
1770	0.1281717018	0.4663793103
1771	0.1281436788	0.4666666667
1772	0.128132773	0.4666666667
1773	0.1281235277	0.4666666667
1774	0.1280947692	0.4666666667
1775	0.1280616572	0.466954023
1776	0.1280492731	0.466954023
1777	0.128031342	0.466954023
1778	0.1280052842	0.466954023
1779	0.1279930377	0.466954023
1780	0.1279686276	0.466954023
1781	0.127947295	0.466954023
1782	0.1279349556	0.467816092
1783	0.1279136976	0.467816092
1784	0.1278899834	0.467816092
1785	0.1278737457	0.467816092
1786	0.1278596107	0.467816092
1787	0.1278591805	0.467816092
1788	0.1278443931	0.466954023
1789	0.1278181716	0.466954023
1790	0.1277951804	0.466954023
1791	0.1277730458	0.466954023
1792	0.1277470818	0.466954023
1793	0.1277264508	0.466954023
1794	0.1277256091	0.466954023
1795	0.1277161878	0.466954023
1796	0.1276869693	0.466954023
1797	0.1276748082	0.466954023
1798	0.1276649308	0.466954023
1799	0.1276469083	0.466954023
1800	0.1276298499	0.4666666667
1801	0.127611023	0.4675287356
1802	0.1275950718	0.4675287356
1803	0.1275769165	0.4666666667
1804	0.1275609806	0.4666666667
1805	0.1275382416	0.4675287356
1806	0.127527629	0.4675287356
1807	0.1274968352	0.4681034483
1808	0.1274812315	0.4681034483
1809	0.1274587115	0.4681034483
1810	0.1274456275	0.4681034483
1811	0.1274259525	0.4681034483
1812	0.1274037203	0.4683908046
1813	0.1273852632	0.4683908046
1814	0.1273619771	0.4683908046
1815	0.1273443417	0.4683908046
1816	0.1273230402	0.4683908046
1817	0.1273068476	0.4683908046
1818	0.127275472	0.4683908046
1819	0.1272605469	0.4689655172
1820	0.1272463513	0.4692528736
1821	0.127225488	0.4692528736
1822	0.1272128051	0.4689655172
1823	0.1272015473	0.4689655172
1824	0.1271819873	0.4689655172
1825	0.1271625215	0.4692528736
1826	0.1271441745	0.4689655172
1827	0.1271369467	0.4689655172
1828	0.1271191428	0.4689655172
1829	0.127099589	0.4689655172
1830	0.1270858361	0.4689655172
1831	0.1270643806	0.4692528736
1832	0.1270426479	0.4692528736
1833	0.1270231642	0.4692528736
1834	0.127007575	0.4692528736
1835	0.1269931827	0.4692528736
1836	0.1269722579	0.4695402299
1837	0.1269370466	0.4695402299
1838	0.1269171497	0.4698275862
1839	0.1268956898	0.4698275862
1840	0.1268746794	0.4701149425
1841	0.1268529928	0.4698275862
1842	0.1268374976	0.4704022989
1843	0.126804515	0.4712643678
1844	0.1267887384	0.4712643678
1845	0.1267878744	0.4715517241
1846	0.1267788372	0.4709770115
1847	0.1267578918	0.4709770115
1848	0.1267377469	0.4709770115
1849	0.1267177884	0.4709770115
1850	0.1267173788	0.4709770115
1851	0.126690157	0.4712643678
1852	0.1266714999	0.4712643678
1853	0.1266541581	0.4709770115
1854	0.1266385923	0.4709770115
1855	0.1266149144	0.4712643678
1856	0.1265959835	0.4715517241
1857	0.1265955981	0.4715517241
1858	0.1265781596	0.4715517241
1859	0.1265592314	0.4715517241
1860	0.1265342667	0.4715517241
1861	0.1265210641	0.4715517241
1862	0.1265022555	0.4718390805
1863	0.1264951766	0.4718390805
1864	0.1264802458	0.4718390805
1865	0.1264731512	0.4718390805
1866	0.1264643192	0.4715517241
1867	0.1264510058	0.4715517241
1868	0.1264304402	0.4715517241
1869	0.126415374	0.4718390805
1870	0.1263888536	0.4718390805
1871	0.126378184	0.4718390805
1872	0.1263687365	0.4718390805
1873	0.1263499088	0.4715517241
1874	0.1263237028	0.4715517241
1875	0.1263102305	0.4715517241
1876	0.1262980367	0.4715517241
1877	0.1262887401	0.4715517241
1878	0.126267275	0.4715517241
1879	0.1262487298	0.4715517241
1880	0.1262291558	0.4715517241
1881	0.1262157361	0.4715517241
1882	0.1261994278	0.4712643678
1883	0.1261738905	0.4715517241
1884	0.1261523811	0.4715517241
1885	0.1261314946	0.4715517241
1886	0.1260984265	0.4715517241
1887	0.126071695	0.4715517241
1888	0.1260471781	0.4715517241
1889	0.1260228262	0.4715517241
1890	0.1260044508	0.4715517241
1891	0.1259892371	0.4715517241
1892	0.1259742215	0.4718390805
1893	0.1259488234	0.4718390805
1894	0.1259236917	0.4718390805
1895	0.1259231626	0.4718390805
1896	0.1259009944	0.4721264368
1897	0.1258960799	0.4721264368
1898	0.125885185	0.4721264368
1899	0.1258656674	0.4721264368
1900	0.1258383452	0.4724137931
1901	0.1258292513	0.4724137931
1902	0.1258146154	0.4724137931
1903	0.1258059976	0.4727011494
1904	0.1257950285	0.4727011494
1905	0.1257816549	0.4724137931
1906	0.1257678118	0.4724137931
1907	0.1257628948	0.4729885057
1908	0.1257424034	0.4729885057
1909	0.1257237986	0.4729885057
1910	0.1257028191	0.4727011494
1911	0.1256825493	0.4727011494
1912	0.1256631476	0.4729885057
1913	0.1256448512	0.4729885057
1914	0.1256297903	0.4729885057
1915	0.1256123726	0.4729885057
1916	0.1255914897	0.4729885057
1917	0.1255784401	0.4729885057
1918	0.1255779935	0.4729885057
1919	0.1255566312	0.4727011494
1920	0.1255342789	0.4729885057
1921	0.125528328	0.4729885057
1922	0.1255112273	0.4729885057
1923	0.1255093014	0.4729885057
1924	0.1254961353	0.4727011494
1925	0.1254702261	0.4727011494
1926	0.1254555542	0.4727011494
1927	0.1254432425	0.4729885057
1928	0.1254280806	0.4729885057
1929	0.1254129882	0.4729885057
1930	0.125391418	0.4727011494
1931	0.1253711394	0.4727011494
1932	0.1253576506	0.4727011494
1933	0.1253433768	0.4729885057
1934	0.1253210925	0.4729885057
1935	0.1253077901	0.4735632184
1936	0.1252951855	0.4735632184
1937	0.1252610666	0.4735632184
1938	0.1252462147	0.4735632184
1939	0.1252335029	0.4738505747
1940	0.1252140506	0.474137931
1941	0.1252009607	0.474137931
1942	0.1251819165	0.4744252874
1943	0.1251584681	0.474137931
1944	0.1251353958	0.4738505747
1945	0.1251202241	0.4738505747
1946	0.1251031582	0.474137931
1947	0.1250835608	0.474137931
1948	0.1250661268	0.474137931
1949	0.1250491472	0.474137931
1950	0.125033086	0.4744252874
1951	0.1250225295	0.4744252874
1952	0.1250023351	0.4744252874
1953	0.1249890719	0.4744252874
1954	0.1249739077	0.4744252874
1955	0.1249616994	0.4744252874
1956	0.1249435811	0.4747126437
1957	0.1249330407	0.4747126437
1958	0.1249221922	0.4747126437
1959	0.1249021419	0.4747126437
1960	0.1248988127	0.4747126437
1961	0.1248861368	0.4747126437
1962	0.1248701026	0.4747126437
1963	0.1248553216	0.4747126437
1964	0.1248377155	0.4747126437
1965	0.1248097092	0.4747126437
1966	0.1247917878	0.4747126437
1967	0.1247746613	0.4747126437
1968	0.1247547787	0.4744252874
1969	0.1247319706	0.4744252874
1970	0.1247076488	0.4747126437
1971	0.1246809977	0.475
1972	0.1246630367	0.475
1973	0.1246522723	0.475
1974	0.1246342758	0.475
1975	0.1246190593	0.475
1976	0.1246066438	0.475
1977	0.124589926	0.475
1978	0.1245664601	0.475
1979	0.1245528362	0.475
1980	0.1245368888	0.475
1981	0.1245217107	0.475
1982	0.1245128485	0.475
1983	0.1244845653	0.475
1984	0.1244645326	0.475
1985	0.1244531756	0.475
1986	0.1244361228	0.475
1987	0.1244230457	0.4752873563
1988	0.1244100211	0.4752873563
1989	0.1243852404	0.4752873563
1990	0.1243617319	0.475
1991	0.1243399092	0.475
1992	0.1243243394	0.475
1993	0.1243074798	0.4752873563
1994	0.1242822159	0.4752873563
1995	0.124245009	0.475
1996	0.1242263789	0.475
1997	0.1242116448	0.475
1998	0.1241973754	0.475
1999	0.1241768334	0.475
