iter	Passed	Remaining
1578	11285	3008
1579	11293	3002
1580	11300	2994
1581	11307	2987
1582	11314	2980
1583	11320	2973
1584	11327	2965
1585	11334	2958
1586	11341	2951
1587	11348	2944
1588	11355	2937
1589	11362	2930
1590	11370	2922
1591	11377	2915
1592	11385	2908
1593	11393	2901
1594	11401	2894
1595	11409	2887
1596	11416	2881
1597	11423	2873
1598	11432	2867
1599	11440	2860
1600	11447	2852
1601	11455	2845
1602	11462	2838
1603	11470	2831
1604	11477	2824
1605	11484	2817
1606	11491	2810
1607	11498	2803
1608	11505	2795
1609	11511	2788
1610	11518	2781
1611	11525	2774
1612	11532	2767
1613	11539	2759
1614	11546	2752
1615	11553	2745
1616	11559	2737
1617	11566	2730
1618	11572	2723
1619	11580	2716
1620	11586	2709
1621	11594	2701
1622	11600	2694
1623	11608	2687
1624	11615	2680
1625	11622	2673
1626	11628	2665
1627	11635	2658
1628	11641	2651
1629	11648	2644
1630	11655	2636
1631	11662	2629
1632	11669	2622
1633	11675	2615
1634	11682	2608
1635	11689	2600
1636	11696	2593
1637	11703	2586
1638	11709	2579
1639	11716	2571
1640	11723	2564
1641	11730	2557
1642	11737	2550
1643	11743	2543
1644	11750	2535
1645	11757	2528
1646	11764	2521
1647	11771	2514
1648	11778	2507
1649	11785	2499
1650	11792	2492
1651	11799	2485
1652	11806	2478
1653	11812	2471
1654	11819	2463
1655	11826	2456
1656	11833	2449
1657	11840	2442
1658	11847	2435
1659	11854	2427
1660	11860	2420
1661	11867	2413
1662	11874	2406
1663	11880	2399
1664	11888	2391
1665	11894	2384
1666	11901	2377
1667	11908	2370
1668	11914	2362
1669	11921	2355
1670	11928	2348
1671	11935	2341
1672	11942	2334
1673	11949	2327
1674	11955	2319
